"","i","asc1","desc1","asc2","desc2","pol1","pol2","tran12","tran21","p"
"1",1,11.727058225525,7.76457187603228,5.13176142317944,2.87361012306064,0.474878946538605,0.0792705677454481,0.502862677314886,0.170953880972204,-1815.35515197972
"2",2,9.93797848306806,4.71243546040454,13.3419332549878,7.95033187503271,0.465283706802671,0.100560295993574,0.330456138265486,0.152494942829692,-1759.10042064194
"3",3,6.51478164149362,0.121937595234602,15.4396990451439,9.79321439374253,0.615476690317289,0.35746336820357,0.0430872461594838,0.0496729772693208,-1719.97608265445
"4",4,7.73248277692076,0.507768821132247,14.9072428174693,3.91953072122725,0.632237753527226,0.362606491754882,0.0200341522168101,0.0215271366819443,-1717.24496489283
"5",5,6.7552345235846,0.828591773199214,10.9506973500844,3.97454435792572,0.46075381793897,0.30692620858795,0.0741256477035345,0.0105695867796496,-1691.52544165469
"6",6,6.87008336213555,0.733733650709318,7.88451522246139,2.71446542737608,0.50914091479351,0.3570554175172,0.0157510775589812,0.0088320864543463,-1685.6528029704
"7",7,5.09527310799796,0.766953192843876,7.89856542904518,2.80467910029627,0.556928865313322,0.44621354933741,0.0534933187502681,0.0121626008458659,-1685.53409650824
"8",8,5.68849366024118,1.07948792882395,7.46116666871364,1.97514494748441,0.534850679287825,0.460405932450249,0.0281796188759804,0.00385637570631884,-1683.32137476085
"9",9,7.20671726742415,1.33050076841791,7.21806028486374,1.89057531111945,0.395565605059234,0.574783084770083,0.0430216363026439,0.00242924182872613,-1685.25016774518
"10",10,6.12740977376112,1.08535204365231,7.498981091702,1.87285881848519,0.455385798019344,0.53560059507637,0.0435959689890415,0.00776522967153268,-1683.78672104525
"11",11,6.34749064740072,0.895170262527936,6.9522373190264,1.88368717650049,0.487678693746597,0.523813151674509,0.0108759923421203,0.00835814001125829,-1684.19533602769
"12",12,6.36460468747629,0.788227506607454,8.23514552076137,1.87995269044395,0.642578025599475,0.483731223454066,0.0951369816647068,0.00255773879886266,-1685.95596412419
"13",13,6.4764595129792,1.50212048247057,7.85502332929035,1.07245359141704,0.541144470287862,0.465576440977263,0.0984018074235228,0.0115205244308286,-1687.74835158344
"14",14,6.3251199577913,0.449379556023423,7.81935059880033,2.19121241794142,0.497266308993374,0.500869354352939,0.00557906525079122,0.0118321805199771,-1686.46277521962
"15",15,5.71315246652503,1.97095559052075,7.82991192173592,2.21037528043835,0.468502509303139,0.461734539384621,0.037911346505058,0.00364047086307947,-1685.19151417061
