"","i","asc1","desc1","asc2","desc2","pol1","pol2","tran12","tran21","p"
"1",1,14.3689096497837,5.12498437897748,14.0139418577607,4.13754912316485,0.165891841759753,0.230077619171749,0.267293151590528,0.442988218625797,-1803.83313566495
"2",2,6.72093585485488,0.383207061302562,12.9451448636223,6.16167567193774,1.05946942627526,0.299874654162649,0.152248518267524,0.423796709282264,-1770.07842311093
"3",3,5.40066762373425,2.31171256076249,12.2977704157521,3.4478798166946,0.498231836288137,0.40498948731241,0.0819291280040606,0.339474821152416,-1740.30483922467
"4",4,5.52914283489932,0.991025279479999,10.0957118719992,2.77321889894648,0.625842566151735,0.410984730363458,0.0762953575565655,0.0360215299568533,-1682.76241059093
"5",5,4.45012478450382,0.667463872620567,8.24579367590534,1.56048876830442,0.535031966352764,0.484953287740871,0.00460746478996073,0.00735066293890835,-1679.06607076758
"6",6,5.0755388225723,1.57447540209112,7.70824806886236,1.76691574908658,0.511615880949355,0.505290849924863,0.0993790455729561,0.00267087702025406,-1676.15052709742
"7",7,2.50769566352256,2.31463794665097,5.92478909807427,1.34877850594699,0.677693102396935,0.535640584302949,0.100413476622614,0.0097479439813899,-1676.74131111841
"8",8,2.73955239602558,1.9107198327333,5.63180047274056,2.08872837952007,0.551809060164321,0.548113763347217,0.0524646433251426,0.00526955174695938,-1672.52770152322
"9",9,2.78051425171199,1.48243868426006,6.42609286576526,1.82328231764527,0.674884829458956,0.483270186596805,0.0246495854049859,0.00408574520788751,-1672.1535508282
"10",10,3.01125919381299,2.17169039893947,6.03222070270538,2.1847189752368,0.598469593915736,0.589658899644328,0.0455099323068287,0.0166479632569803,-1673.63147759719
"11",11,2.77806582371587,2.04919827907539,6.21984809126482,1.54084610235318,0.479727056769892,0.413697892114674,0.052657397909876,0.00420489850350004,-1674.11804052718
"12",12,3.8258676397739,1.47282141432671,7.14571601281598,2.04997474495856,0.55793502684001,0.509979692267748,0.0182575940472389,0.0148490840450937,-1673.64079263195
"13",13,5.6236500193774,1.11520461388042,7.39585784624222,1.30012250689998,0.506771406275684,0.416898399188244,0.0531940152977423,0.0114942398367844,-1674.90102525502
"14",14,3.99696038868227,1.50178725752232,7.17637246553334,2.09934484418382,0.669511180862779,0.452309743586864,0.0368859817506505,0.0123080698733569,-1673.13154502483
"15",15,2.88524652633099,2.13252084155644,6.08665956937593,2.37973709636111,0.746801866482037,0.474214479677511,0.065153621308057,0.0160924986325178,-1674.21963981887
"16",16,2.94059260499647,1.50770719296513,6.78132751843293,1.53571341960188,0.771156008092602,0.370558607092623,0.0278822425626774,0.000793159548464384,-1676.11480749348
"17",17,2.60796135887326,2.23717724971674,7.37056335371797,2.11200277379067,0.53505450474208,0.380361851252829,0.027171356225222,0.0198451460773994,-1673.79524555493
"18",18,3.27209117822037,1.2483517658044,6.94285394236887,3.12739849135029,0.600075214004976,0.405640536945233,0.0470672027978785,0.0064297892099455,-1673.42220750018
"19",19,2.36891544707143,2.61102316025046,7.46489071722655,2.31616943440364,0.592405657105505,0.383850899904388,0.0263035591423925,0.0132331939526778,-1674.38042529941
"20",20,1.68193011090888,1.61653484445622,7.93835189729814,2.55325906133054,0.656916753134047,0.479734290743942,0.0358597930841546,0.00497133240545606,-1675.45610292922
"21",21,3.91190267757583,1.23091564074589,7.53231425314082,2.69490335373183,0.584465167156724,0.440414261672148,0.0252153493638086,0.0109158649747552,-1673.47740380708
"22",22,4.45707139871183,1.36574130300517,7.75024418879626,2.63380617562218,0.484954409905578,0.464413234197935,0.0392053004735248,0.0108594386375909,-1673.55735481182
"23",23,4.38726090853079,1.50106313146021,8.50214469491466,2.20645077401727,0.542109864288661,0.404679911329079,0.0878627317825724,0.009077774342625,-1675.35250486648
"24",24,3.59545592975799,2.2031682021651,5.9588971190569,1.73687081834299,0.658666524249387,0.633523903963163,0.0661395601793194,0.00549805878702925,-1675.38277116596
"25",25,3.26435783930453,2.53623144081159,6.58581007074767,1.49691512050366,0.719262179302508,0.522500621471218,0.046856995806309,0.0231634426856065,-1675.678304445
