"","i","asc1","desc1","asc2","desc2","pol1","pol2","tran12","tran21","p"
"13",13,2.75265645418602,2.12412513534033,7.83741273330058,3.79787239935154,0.597259446455619,0.276176270282675,0.018813005416064,0.00699041481924199,-1658.3369122617
"14",14,3.33961689558121,2.37308278760097,7.55004084288994,3.30391707479816,0.622713415557651,0.360366769592998,0.0647781671245201,0.00854720955401036,-1658.31221235605
"15",15,3.57687830542485,0.997529199050118,8.09377996620574,3.59748335717625,0.532806949983901,0.298619681115246,0.0272447765808585,0.00664924841701115,-1657.56093277044
"16",16,5.30105839323297,1.17200165176034,8.03323556736183,2.44744387747761,0.530232230941861,0.503109740996787,0.0626724983570853,0.00432499495168329,-1658.24694383208
"17",17,2.93132073670895,1.46020107621818,7.86843739432474,2.56302584504593,0.602487565297354,0.420379522304225,0.0547051885218128,0.0141663413017546,-1656.76480182568
"18",18,3.44181506548971,1.68879801466628,7.49409102372652,2.85234695797585,0.579852490006682,0.424331460106893,0.134474451253911,0.0166523222714967,-1660.96655543333
"19",19,3.44425858835553,1.45844693085433,6.61877827386134,2.32019341407846,0.491435250756792,0.444346777391317,0.113997010877165,0.021794224449485,-1661.48740644779
"20",20,4.56399546734582,1.3915520611763,7.0458583008344,2.52290072806487,0.485857643048513,0.427913384852702,0.0709718479478413,0.00459582733774059,-1657.48614297521
"21",21,3.38937719773929,1.31801099145918,6.53401709812478,2.01522163416178,0.457870348302132,0.453623408909159,0.0402401566607351,0.00304819770669709,-1658.29257400497
"22",22,4.69600255734739,1.10161442743638,6.87221445935062,2.26271934778825,0.601075279173509,0.418595742174468,0.045162688867399,0.0361186849299056,-1660.26754660758
"23",23,4.86082643490734,1.22445643480391,7.3942156812223,2.42523428279844,0.589009083760765,0.343674155455135,0.0172526376052849,0.0145592133283614,-1658.40605558809
"24",24,4.61484525389472,1.23396246925832,8.16743183250194,2.3385148892932,0.538202218563181,0.457532616346325,0.0785311249297093,0.0101681577737601,-1657.55244854419
"25",25,4.43074805504325,1.68907672779621,8.18490313585026,3.29149244745439,0.652353727893045,0.485036475114245,0.0499380633263171,0.0159812414751505,-1659.95573201857
"26",26,1.97157079597625,1.76866170945386,7.93008297333228,4.02166729538724,0.642051524682127,0.45586879563007,0.0328703191095628,0.00243959197532838,-1659.79038894411
"27",27,3.74811193526053,1.40633923614571,9.41098436182114,3.14187397857394,0.714583657496319,0.349766695197201,0.0368666682219764,0.011034762209064,-1659.15633044388
"28",28,4.02731386692562,1.00315717340999,8.04607478392191,3.07137283894469,0.551882297620257,0.489755815799421,0.0417557461870826,0.00290493470169132,-1657.01805389957
"29",29,4.01801353075951,1.04238028634416,8.80329042726646,3.05768456961966,0.509892276590691,0.333895397879748,0.0659013401837614,0.0123618832783554,-1657.14338386555
"30",30,4.17305198926247,0.97186907248232,8.08021623711404,3.26039105929592,0.564613403759734,0.306238070428969,0.0581978199577902,0.00282023355577017,-1657.27387463662
"31",31,3.48483709938272,2.1418449624141,8.08356465542269,3.32890482505217,0.362870703993848,0.307642697056503,0.0800026098490122,0.00761328283525776,-1660.04236742997
"32",32,3.44370787707892,2.27032072125144,7.87399416181493,3.00604787789197,0.608170379369066,0.459371206136256,0.062046741486929,0.0173378559126071,-1658.98143685772
"33",33,4.01891394387012,2.21293563088024,6.76901391633281,3.71829647814168,0.487539672652321,0.419173165358451,0.0398972658351671,0.00745607792532809,-1659.18135075341
"34",34,3.81664126588096,2.05047317759928,6.92148788385626,2.01825423858011,0.493837037361256,0.573137099958608,0.0616803421728297,0.00765601962347772,-1660.2078281886
"35",35,4.16248223379956,1.71081929870468,6.38853162151971,2.321037304214,0.55287264387939,0.606253256278806,0.0124243780687737,0.0145627531804537,-1662.53448343586
"36",36,3.39362678848646,1.50980898949044,6.78974330366261,3.14635486680483,0.38448987557617,0.330091865812127,0.0680084408800806,0.00301465330888617,-1659.71920276914
"37",37,2.82808637430142,1.51007870128903,9.32069298013662,4.32967070738181,0.382286839143344,0.314713073359209,0.0710528766910909,0.00480771659847891,-1659.71646366162
"38",38,3.27099366318115,1.7321936866911,6.56157403496034,3.51370629515202,0.374131897547515,0.473674569462113,0.0816886092509361,0.00595120228803809,-1660.78607891081
"39",39,3.43988639829906,1.86012614328142,8.01451490305671,2.74676582945419,0.384446339080619,0.552431978221129,0.0725894561988289,0.00224325066612493,-1661.23101324735
"40",40,3.57150866703876,1.99542153741851,7.64555779100029,1.65299202079752,0.385259569249541,0.526503350734208,0.0463033718527293,0.0109514438979825,-1661.07550354189
"41",41,3.33463343988499,1.24744752356641,7.51732092997162,1.20859895463838,0.490870885681092,0.357722340739666,0.0425290158665859,0.01018853521747,-1661.69740178688
"42",42,5.86971453260561,2.02940943466078,7.17565874070894,3.86236364964672,0.447812468424076,0.413730524106295,0.0375722878131228,0.0155418704862772,-1662.9172401959
"43",43,3.5215629120698,2.58516382551976,6.86185526589344,2.28100691297996,0.453298234013131,0.463344314050288,0.025553199384851,0.0250009905505549,-1661.17993499377
"44",44,3.30655282351854,1.53570732560997,8.06845258989479,3.37110880499539,0.612025773251826,0.439142188384576,0.0420717466767988,0.00692624974616787,-1656.30747530522
"45",45,2.97972567630721,2.11812574087093,8.64959439223206,3.08224773301111,0.603515490268949,0.329985733163072,0.0365179609385498,0.0131714609098065,-1657.36406876937
"46",46,3.26887857642565,1.39814449743402,7.53403136511669,3.5198263744693,0.57451661015839,0.359415927194452,0.0761660657287587,0.00333585648222983,-1657.35160828741
"47",47,3.40775237907644,1.53814596693802,8.21592758403956,2.89362725544307,0.450203948864686,0.448390080554341,0.0622629481670103,0.0125066875565051,-1657.4531350528
"48",48,4.8111576139075,1.15494446724851,8.82773901367773,3.2596629579036,0.602454631952554,0.358176731543132,0.0588615517480745,0.00483848408850612,-1657.21128626766
"49",49,4.5939221080217,0.98771573812325,8.21861255442968,2.29535443693885,0.50053485961849,0.449385795521569,0.0465865814474193,0.011646282694306,-1656.35491376821
"50",50,3.31738398410501,1.34707054391108,7.07218402805223,2.75850644143096,0.497712862258245,0.439121245353768,0.0462171442059602,0.0136236948825255,-1656.86964071481
