"","i","asc1","desc1","asc2","desc2","pol1","pol2","tran12","tran21","p"
"1",1,2.93205914786085,2.98616812143374,5.79934284905903,1.60702809006501,0.676501511943241,0.493561855628518,0.435970753471987,0.168568908458469,-1745.77967649542
"2",2,2.72213086996446,0.981813463818506,7.35015745331289,3.9916784555614,0.620695273671814,0.39988409082786,0.26454029728084,0.133017698990963,-1731.65985385873
"3",3,5.29053812279889,1.81858685903016,7.61467609712076,0.622028239883903,0.612848650920642,0.736715116059281,0.256821143722404,0.0126260139504115,-1712.8137243946
"4",4,5.46135053720112,0.954604030251472,6.61694065732396,2.22839605767994,0.56730699387937,0.735967694844329,0.0398915522000381,0.0047853310650961,-1696.34927290709
"5",5,3.99689677685569,1.33024459577689,4.60801642470946,2.13615042030625,0.640610716668826,0.490447412575309,0.0457810645344764,0.00923392518201925,-1699.31670124444
"6",6,2.48433342913426,1.3108012921765,7.95541338540104,2.5076551834967,0.552305009327244,0.603060505659197,0.0473874086561604,0.0101831541604907,-1697.19739930155
"7",7,4.61712893133571,1.11542515292255,8.02051838515986,1.94259325505218,0.51565148268168,0.491555914114587,0.00634962995374215,0.0120274570010096,-1696.74115582541
"8",8,5.02140557415405,1.30790613786774,8.373975821847,2.35690180981605,0.415492610518931,0.519355298336582,0.0462133939541196,0.0099526395387466,-1696.89242021846
"9",9,4.44192852947786,0.697545312401603,5.94447081446656,1.11783836125032,0.904593996432853,0.585030773297387,0.0531284970789771,0.0194417804642524,-1698.40863433884
"10",10,3.50101871711678,1.31042280969534,7.04900461930181,1.43154423086278,0.473264784855392,0.645842937463487,0.0259576433977922,0.0183531362242064,-1697.61864991413
"11",11,5.76308187208542,1.86247517244582,6.34527916129051,1.66049381285773,0.530627586863677,0.636473656988801,0.0793763504596161,0.0105932421702279,-1695.81597641611
"12",12,2.98217862915342,2.17091597958708,6.23519501177258,1.81470358582378,0.798815951625144,0.526094869890432,0.0170780703379944,0.00767319569647886,-1694.51379933607
"13",13,2.96344731551391,1.40886371025655,6.54577694659131,2.56913370727857,0.681251702708154,0.53472335612043,0.0668172393110025,0.00801729030052682,-1694.38967744999
"14",14,5.47662624608481,1.32018067919754,5.61054546162338,2.44197954410807,0.688891533777157,0.550193677738247,0.0597050307661214,0.0167810907885763,-1697.39371291595
"15",15,2.15297247683915,1.83676041634585,5.09012275341925,1.87746777661843,0.602750549492876,0.451156881104978,0.0507478427681385,0.00489811905551366,-1698.02040002827
"16",16,2.16036138021745,1.75352957270234,5.49901900471378,2.91298567086772,0.612759872766619,0.584729254836289,0.0404581679230817,0.00377240100013674,-1695.34899983294
"17",17,3.249907137294,2.26870094894849,6.07718109623991,1.8745466271948,0.547736254012951,0.435101300814093,0.0477526226917616,0.0376035257304647,-1698.91809889842
"18",18,4.35764260727979,0.938606019496212,8.0040249812929,2.44928761371844,0.663631214495884,0.451859437432512,0.0591007705081954,0.023094381250724,-1696.55368000821
"19",19,4.50865855784704,1.33944713159084,8.2529134115991,2.53028593048729,0.48304160156095,0.436680792971276,0.0290620504211745,0.0291653826889693,-1698.36516668094
"20",20,4.85744554630805,1.27327579940846,6.22498555086324,1.95533965586791,0.627002298836991,0.663952326606395,0.0299341042915871,0.0252425656856664,-1694.45577819945
"21",21,4.39988771462256,1.51262620042946,7.46491843832281,1.57335753075048,0.737011595997212,0.708257145588993,0.0245523148182789,0.0133834445266255,-1695.99947470134
"22",22,4.50105340260859,1.16350039532219,7.01977077897323,1.32629625703807,0.593413554387336,0.746284383593317,0.0149046753594018,0.0123530521602527,-1695.62039592696
"23",23,4.80189140095498,1.3348934547515,6.19193779296012,1.61923552677887,0.578127150714148,0.664517191471451,0.0315310414358635,0.00458280513716564,-1692.51079358487
"24",24,5.97873274160136,1.05966746888435,6.08917385125458,1.63211289467831,0.667242148804811,0.661503693980159,0.0329415510012526,0.00376912062158964,-1695.19856529439
"25",25,4.07216452556952,0.965570605902581,6.12407297569274,2.57067380828549,0.636865551054984,0.663404893418982,0.0290956693297515,0.00462066447060315,-1694.35117829306
"26",26,4.44078540461876,0.994110329424841,5.49797869037316,2.56676003481704,0.45395433215763,0.690480709981084,0.0362098823734227,0.0296345833193063,-1699.18087039678
"27",27,4.43150447049457,0.827460681154208,8.30949651795921,0.470262747325614,0.552408008147548,0.685829017294295,0.0308035631028147,0.0288654595730571,-1701.75098528769
"28",28,4.54118933484118,0.87855333575043,6.70896675369743,2.37361916983887,0.451613494123181,0.528151436323205,0.104420065455473,0.0247678081998713,-1698.77816559516
"29",29,4.29452668751654,1.16798432247298,6.5085017909871,2.13540313033306,0.78488501662768,0.605089043122763,0.0134925409644483,0.0223632886156222,-1695.5015343804
"30",30,4.5218020642024,0.762250940075694,6.71689314626572,1.61586138653737,0.524046256592109,0.569412510967759,0.0170069097917628,0.00220096791058585,-1693.60322138799
"31",31,4.35108979539864,0.963090012128326,6.91912046732743,1.58009450637416,0.620954042742835,0.621541754832476,0.0628546712587538,0.00678538369161277,-1692.4848967803
"32",32,4.30923105994346,1.37446723344038,6.78149562022814,1.90037415587777,0.509683176887067,0.479724761763549,0.0430745143066887,0.00623944219259804,-1693.49625692902
"33",33,5.40326233165421,1.61994542045527,5.76003301553816,1.99120110057374,0.616606155362854,0.685724901350168,0.0486749405625182,0.00227101744262303,-1695.34526612898
"34",34,5.62793571682319,1.81189505481677,5.82423729692589,1.57734350444014,0.496711158558657,0.511882787703904,0.0348851429091927,0.0199197385640406,-1696.34912714361
"35",35,4.66537495181279,1.40356260323378,7.41462571932422,2.22798568325354,0.727528992555951,0.662733428928779,0.0365690764928496,0.0141616365012621,-1695.04422449489
"36",36,4.38101686285333,1.05478726732814,7.637381476891,1.60822924630144,0.672762858311698,0.70560495224769,0.0642212104547174,0.0163293730550655,-1695.78929508204
"37",37,4.87967333056571,1.38100265321385,7.43928277181594,2.1644072482477,0.45328563429914,0.760119651530515,0.0196260995196984,0.0229686117894045,-1699.23369098468
"38",38,5.68946324693858,1.20049017954363,7.42847726238057,1.33557024775207,0.644059108256792,0.70884780129467,0.0133278565400791,0.0178337944071408,-1697.44633362207
